target,id,date,flag,user,text
4,2039670650,Thu Jun 04 22:31:02 PDT 2009,NO_QUERY,lemoo01,Is in love with the boy who wanted to be lightning when he was little 
4,1994911225,Mon Jun 01 12:39:10 PDT 2009,NO_QUERY,dznews,"@Mc_Mandy haha, of course! i will be happy to let you know "
4,1984396801,Sun May 31 15:01:39 PDT 2009,NO_QUERY,maybememoxie,Getting ready to take the dog for a walk then watch Taylor swift special on Dateline tonite! 
4,2048720879,Fri Jun 05 15:39:53 PDT 2009,NO_QUERY,THErealdjnice,@vamaya81 LOL she said ok. 
0,2256110220,Sat Jun 20 12:16:31 PDT 2009,NO_QUERY,savvyplanners_c,Email problems on the outbound.    Going to have a mango for lunch in the interim.
4,2176210044,Mon Jun 15 03:13:56 PDT 2009,NO_QUERY,karthikc,i love new york ? http://bit.ly/M7p9t  
0,2057562413,Sat Jun 06 13:14:08 PDT 2009,NO_QUERY,spiderteo,@db0y8199 I'm not drunk lol I drove couldn't drink like I wanted  I only had 1 an I'm not a light weight.. http://is.gd/QAAp
4,1984465468,Sun May 31 15:09:39 PDT 2009,NO_QUERY,TamBriCA,@DelanaSTAR941 share your time. 
4,2072281003,Sun Jun 07 20:43:40 PDT 2009,NO_QUERY,dustinphillips,I love rain!! 
0,2011535933,Tue Jun 02 19:10:23 PDT 2009,NO_QUERY,Tulogirl2,@RockiesMLB Sad day 
4,2061948561,Sat Jun 06 21:58:55 PDT 2009,NO_QUERY,MarkMatiszik,"@RiaSharon Can't remember how or why I started following you, but I did tell @wordgirl2009 I thought you were a celebrity. "
4,2053064734,Sat Jun 06 03:07:53 PDT 2009,NO_QUERY,izaartillero,Trying out the Snaptu application. Now I have two Twitter applications for my phone 
0,1882297357,Fri May 22 06:36:50 PDT 2009,NO_QUERY,mm220,"@rainmc Have fun y'all! I prob won't be going, Simon needs the car for family obligations, which trumps rock show road trip "
4,2051992621,Fri Jun 05 23:20:59 PDT 2009,NO_QUERY,deathxstorm,good job kori. she just had a very beautiful baby boy. cant wait to watch him grow. wow i cant believe it lol he was such a lil cutie lol 
0,2190613247,Tue Jun 16 03:13:57 PDT 2009,NO_QUERY,CarolinePutus,"Phew! Monumental storm last night. Thunder, lightening, RAIN, went on for hours &amp; knocked out electrics  Sky was yellow over the sea..."
0,2259206754,Sat Jun 20 17:11:30 PDT 2009,NO_QUERY,BootcampMommy,@CoffeebreakDMV Oh no.....don't talk about LL    lol!
0,2235370449,Fri Jun 19 01:03:09 PDT 2009,NO_QUERY,thecasabianca,"@dmtran1028 summer school's okay, almost over! Is the 28th sunday? I don't think i'll be working that day "
0,1793152474,Thu May 14 01:34:34 PDT 2009,NO_QUERY,Ben_Hall,@downfor reports 'It's just you. http://broadband.o2.co.uk is up' 
4,1883241602,Fri May 22 08:14:10 PDT 2009,NO_QUERY,bethgg,"Still have the airbed up from last Sat. Well. Deflated, but here. It's a start I suppose "
4,2003180532,Tue Jun 02 06:02:29 PDT 2009,NO_QUERY,Nic0pic0,"@ItsNeet things that mom does for you haha. Okay, brb, dinner on the table "
0,1970553662,Sat May 30 04:19:48 PDT 2009,NO_QUERY,mony_,twitter and MTC GPRS aint friends 
4,2049125457,Fri Jun 05 16:20:19 PDT 2009,NO_QUERY,spionchen,@RFMartin Ooo! Congrats on the second date! 
4,2008175853,Tue Jun 02 13:44:07 PDT 2009,NO_QUERY,WhatTheProsDo,hey peter thanks for the comment on my blog i love that we are both bloggers! 
4,1978361776,Sat May 30 23:07:49 PDT 2009,NO_QUERY,vprincess,@LucasCruikshank I bought a Fred shirt today!! 
0,2227383016,Thu Jun 18 13:07:39 PDT 2009,NO_QUERY,Jessica_87649,Do any affiliate programs give you all the keys to success?  go http://bit.ly/9Cbc3Q :]Moving out and leaving Wallace 
0,1985438728,Sun May 31 17:06:13 PDT 2009,NO_QUERY,michomee,Sunburned back + lying in bed with computer = pain 
0,2266060886,Sun Jun 21 07:49:54 PDT 2009,NO_QUERY,cinnamoneroll,I want to own a tambourine!! 
0,1822751765,Sat May 16 20:18:11 PDT 2009,NO_QUERY,dhatbadYeLLobcH,@tasitam0219 I've been goood had better days tho  how's ya babygurl n u ckan have him lol he 6mnths n think he 2 POw!
0,2325033465,Thu Jun 25 04:37:06 PDT 2009,NO_QUERY,rosegpz,"Damn. How come Laguna wasn't suspended? So unfair.  Very War of the Worlds-like sky a while ago. Also, didn't watch transformers.   "
0,1676584913,Fri May 01 22:30:00 PDT 2009,NO_QUERY,Chantresewright,"just THinking about who i wanna be in life, and what the h e l l im gonna do,,,so many people not beliving in me, i just wanna quit "
4,2052505568,Sat Jun 06 00:57:58 PDT 2009,NO_QUERY,gcrush,"hey nevada kids I found this twitter @mynevadajobs, it tweets listings for jobs needed.  in case any of you need it!  pick something fun"
0,2051960248,Fri Jun 05 23:15:32 PDT 2009,NO_QUERY,smashintoyu,"talking to the boyfriend , he's not funny "
0,2191337439,Tue Jun 16 05:03:45 PDT 2009,NO_QUERY,linamarie7,"Oh gosh another stupid early day!!! Wish I wasn't the grumpy, sleepy girl but I am....sorry.    Only one person can make me smile!"
0,2241163727,Fri Jun 19 10:37:01 PDT 2009,NO_QUERY,ScouseLIVERPOOL,"@jordanknight what's T Robbins?? p.s great seeing you in USA, back in boring old UK now!!  x"
4,1880383979,Fri May 22 01:02:54 PDT 2009,NO_QUERY,athowen,officially a graduate! it was an awesome night! 
0,1997941314,Mon Jun 01 17:43:22 PDT 2009,NO_QUERY,EmilyK_4,@nkangel74 That sucks girl 
4,2062460442,Sat Jun 06 23:17:46 PDT 2009,NO_QUERY,TheConceptWhiz,"Having fun with @journeywithgina creating Twitter stories, poetry ~ haiku, and insights. Sending waves of love to the world via Blip.fm  "
4,2190692631,Tue Jun 16 03:27:33 PDT 2009,NO_QUERY,kubke,"@EdNZ I only have one keyboard, my dear, you went first "
0,1835011085,Mon May 18 04:53:16 PDT 2009,NO_QUERY,Paniconthestars,My tummy hurts. 
4,1985100659,Sun May 31 16:25:56 PDT 2009,NO_QUERY,brieverhart,@taylorswift13 Us west coasters have to wait til 8! But I have the Tivo set 
0,2193074823,Tue Jun 16 07:57:46 PDT 2009,NO_QUERY,mommyofmakayla,Seems like yesterday I gave birth to my nine month old. And she'll be 1 in 3 months 
0,1468815656,Tue Apr 07 03:53:00 PDT 2009,NO_QUERY,AmiraLoveJonas1,"is totally wondering if the real vanessa hudgens is the one in my 'following' glory...  if it's not, that sux..."
0,2054606812,Sat Jun 06 07:42:57 PDT 2009,NO_QUERY,assiyrabomb,back hurts 
4,2061651421,Sat Jun 06 21:19:04 PDT 2009,NO_QUERY,KelseyKiss,Just got of the phone with @taylorxtrauma  i miss her so much!!
0,1835496944,Mon May 18 06:07:34 PDT 2009,NO_QUERY,Texatl,I did weigh in this morning.  Not pleased   Oh there is work to be done. http://myloc.me/15MP
4,1792003824,Wed May 13 21:48:26 PDT 2009,NO_QUERY,fabfatties,@Tina2967 6 miles good for you!  Keep it up your on your way 
4,1572914313,Mon Apr 20 23:00:37 PDT 2009,NO_QUERY,billywanzi,Good morning y'all 
4,2186674084,Mon Jun 15 19:10:23 PDT 2009,NO_QUERY,marousek,Waking up on the mississippi. Loving my sunday and refreshed for a great ride home. Yeah.Too much optimism here   http://yfrog.com/2agafj
4,1996044500,Mon Jun 01 14:26:53 PDT 2009,NO_QUERY,clairecasasanta,im doing the wizard rock twist 
4,1957626643,Fri May 29 01:05:26 PDT 2009,NO_QUERY,anieszkaa,@mateoonline heyy waddup how are youu ? hope all's gee  i love youu
4,1985488961,Sun May 31 17:12:05 PDT 2009,NO_QUERY,GabeRath,@Bobbistarr but what a great butt 
0,2237197095,Fri Jun 19 05:22:04 PDT 2009,NO_QUERY,zombot6000,is having to steal pictures of her daughter off of facebook. 
4,1880468958,Fri May 22 01:21:09 PDT 2009,NO_QUERY,Djalfy,"@bsneed23  i say high to all of them eventually, i do promotions.. music.. art etc.. and yea  plus make new friends.. "
4,1956757552,Thu May 28 22:36:50 PDT 2009,NO_QUERY,CarinaPerez,@emydeguzman hey! thanks  Advance Happy Birthday =D..Am enjoying the preps so far...am just not so looking forward to the 'paying' part
0,1993829859,Mon Jun 01 10:59:50 PDT 2009,NO_QUERY,Dominorooster,Youtube is being rly slow dno why tho 
4,2190170931,Tue Jun 16 01:58:24 PDT 2009,NO_QUERY,tekopikin,"got my new device, back on line.  Survived nearly an hour without my BlackBerry "
0,2251932593,Sat Jun 20 05:00:16 PDT 2009,NO_QUERY,giloi2009,My mentions section in TwitterFon is completely dead. I have to catch my mentions in the friends view 
0,1992351907,Mon Jun 01 08:36:50 PDT 2009,NO_QUERY,BigSamir,@OneBeLo No sir  no PeacHH Cobbler. Lol
4,2015174229,Wed Jun 03 03:55:30 PDT 2009,NO_QUERY,marissatech,Last full day!  &amp; we get yearbooks today!
0,2189282625,Mon Jun 15 23:40:18 PDT 2009,NO_QUERY,presidents,"@epikurean, sweet. i'll be sure to catch that, then. Haven't seen any of the HP films on IMAX "
0,1751067915,Sat May 09 18:35:23 PDT 2009,NO_QUERY,Dogbook,HOMER-JAY is Tired to day  http://apps.facebook.com/dogbook/profile/view/6064594
0,2015359663,Wed Jun 03 04:27:15 PDT 2009,NO_QUERY,blayor,The number 28 is stalking me again 
0,2217717925,Wed Jun 17 21:16:37 PDT 2009,NO_QUERY,sara_beth27,I am missing @emilymouzon like crazy  I need my bestie back
4,1966395550,Fri May 29 17:41:20 PDT 2009,NO_QUERY,mrv2212,loves twitter. 
0,2193662369,Tue Jun 16 08:45:42 PDT 2009,NO_QUERY,RheaMillette,Becca's last day here  So I'm gonna spend loootsa time with her and stuff.
4,1694421033,Mon May 04 02:32:55 PDT 2009,NO_QUERY,selenailic,@DavidGuetta_EN  we're waiting you here in Belgrade!! Can't wait!! 
4,1985051914,Sun May 31 16:20:00 PDT 2009,NO_QUERY,RockingtheRobin,@NotaCougar  European travel tends to involve tons of walking about so I nearly killed myself once on cobblestones and 3 inch heels... 
0,1685475173,Sun May 03 00:33:13 PDT 2009,NO_QUERY,MissWinger,everybody is out cept me...... 
4,2177884557,Mon Jun 15 06:51:38 PDT 2009,NO_QUERY,barretterika,Back from our first big trip to MI. We're tired!  It was so nice meeting all of our family.  http://yfrog.com/1011rj
0,1795459625,Thu May 14 07:48:39 PDT 2009,NO_QUERY,iconzo,over slept by like a half hour  shit. now im running late \
4,2013577244,Tue Jun 02 23:01:18 PDT 2009,NO_QUERY,aaangelinee,@SarahCorrea It was a family gathering! CHILL! I studied all day and I deserve to see my parents!!! 
4,1565724799,Mon Apr 20 07:24:59 PDT 2009,NO_QUERY,haileyeliah,"@mcafee15 You know, I just thought about it, but you do remind me a lot of Job...wow. Either way, be careful "
4,2060838743,Sat Jun 06 19:40:38 PDT 2009,NO_QUERY,meaghanbrown,@cassandra4815  does no one talk to you OR WHAT haha. GET TO CLASS 
4,1880925624,Fri May 22 02:59:38 PDT 2009,NO_QUERY,vijayap,@AnuAA  I am going home early .. still have a stack of unread books 
4,1687307615,Sun May 03 08:20:39 PDT 2009,NO_QUERY,_Alectrona_,I'm off  Will maybe tweet later...Bye!
0,2048091813,Fri Jun 05 14:39:01 PDT 2009,NO_QUERY,chikitiki23,I'm being forced to watch a rugby match that happened about 20 years ago... I'm very quickly beginning to lose the will to live 
0,2175636592,Mon Jun 15 01:33:17 PDT 2009,NO_QUERY,princesswasabi,i seriously prefer Mac books to any other comps. 
4,2006369741,Tue Jun 02 11:04:04 PDT 2009,NO_QUERY,supernova_star,@SweetChhavvi yes it's really fly! I'm looking through the old posts now 
0,2233325087,Thu Jun 18 21:11:04 PDT 2009,NO_QUERY,ekcutshall,father in law just served mother in law w/ divorce papers totally out of the blue 
0,1998528194,Mon Jun 01 18:41:58 PDT 2009,NO_QUERY,suebrody1,"@Syberspace I missed your concert in Boston, didn't I? "
4,2056916114,Sat Jun 06 12:02:01 PDT 2009,NO_QUERY,eggcetra_farms,I'm making bread and listening to Billie Holiday.  
0,2176475367,Mon Jun 15 03:58:45 PDT 2009,NO_QUERY,feelme,Facebook won't let me change my name to Don Se̱or  #Methinks they're jealous of my kewl name
4,1835369591,Mon May 18 05:50:03 PDT 2009,NO_QUERY,wiwienne,ohh. my favourite. thanks. tomorrow beach.   &lt;3
0,2221075520,Thu Jun 18 04:38:44 PDT 2009,NO_QUERY,bunmun,MBP arrived yesterday but haven't had the time to play with it 
0,2299414443,Tue Jun 23 12:53:31 PDT 2009,NO_QUERY,janetteparker,Please pray for my brother. He's at basketball camp this week and is on his way to the hospital with an injured ankle. 
0,2016821011,Wed Jun 03 07:24:54 PDT 2009,NO_QUERY,victorbarry,@mmaislife  - review shortly
0,1468884983,Tue Apr 07 04:14:14 PDT 2009,NO_QUERY,decadentdream,is going to have to grab Heroes tomorrow 
4,2056520829,Sat Jun 06 11:17:43 PDT 2009,NO_QUERY,Em_0hh,@BJ's wit tha fam bam. whew..they work my nerves..but this food is hittin all my spots 
0,2203207647,Tue Jun 16 23:14:45 PDT 2009,NO_QUERY,KaylaBermingham,I want to go home............... 
0,2230275369,Thu Jun 18 16:53:08 PDT 2009,NO_QUERY,ayuu__x,@YuiNinja you still remember my twin ani? she has a surgery today while im away from her. im afraid of it 
4,1996377821,Mon Jun 01 14:59:09 PDT 2009,NO_QUERY,valfregoso,Yay my cousin bev came and visited during my open period haha  chilling with her for the day. Text meeh &lt;33
0,2189739475,Tue Jun 16 00:47:03 PDT 2009,NO_QUERY,bradleysayers,feel like a party but...not gonna happen  
4,1970682527,Sat May 30 04:49:51 PDT 2009,NO_QUERY,DarkPiano,@THEDIAMONDCOACH Make it a good talk! 
4,1982998727,Sun May 31 12:18:33 PDT 2009,NO_QUERY,WildPaw,@snowleopardess wow go Poppy a career beckons... 
4,1999484580,Mon Jun 01 20:17:57 PDT 2009,NO_QUERY,SmartiniGirl,Cowboy:  if I were there....I'd serve you a drink. Woodford's on a boat maybe?? 
4,2010587491,Tue Jun 02 17:38:00 PDT 2009,NO_QUERY,Jesipr,@NinjaInDesign yeah 
4,2053243067,Sat Jun 06 03:50:10 PDT 2009,NO_QUERY,ohh_shannon,"Camping in the Keys til Tuesday ! No internet to update, just a phone for some TwitPics "
4,1977040319,Sat May 30 19:56:44 PDT 2009,NO_QUERY,Sciwii,@horsegirl15  Hey! i love your piano tutorials on youtube they are amazing 
0,2325020189,Thu Jun 25 04:35:15 PDT 2009,NO_QUERY,icrashplanes,@AnnikaRaymundo i miss you. 
4,1834532609,Mon May 18 03:17:41 PDT 2009,NO_QUERY,mickyjc,@hubert_tay @inspirebel I have been cabbing cos can claim from company muahaha!  I miss you guys too!
4,1956259698,Thu May 28 21:30:13 PDT 2009,NO_QUERY,Count_Mimi,Oh It's bright outside 
4,1753649654,Sun May 10 02:42:44 PDT 2009,NO_QUERY,simarquette,it's the last day  in lonesometown  
0,2003113661,Tue Jun 02 05:54:27 PDT 2009,NO_QUERY,jupsss, http://tinyurl.com/ox43uf #A330 #airfranceflight
4,1970636110,Sat May 30 04:39:17 PDT 2009,NO_QUERY,OneDogman,Mission Statement or something like that  | psykoid.com http://u.mavrev.com/6gi2
4,2190641226,Tue Jun 16 03:18:48 PDT 2009,NO_QUERY,speedyian,This day 2 weeks. 
4,1573947953,Tue Apr 21 03:36:15 PDT 2009,NO_QUERY,raulwithanh,"Mumbai to surely win (20/1)  , Kolkata might too (7/3). Anyone wanna bet? "
4,2053434737,Sat Jun 06 04:32:35 PDT 2009,NO_QUERY,fuschiusch,talkin' 'bout guys right now.  later i'm gonna go to the cinema. see u guys.
4,2175817366,Mon Jun 15 02:05:04 PDT 2009,NO_QUERY,Rodrigopinacio,"@darealchrisreed The pleasure is mine! I'll read ur tweets, you read mine  Give ur opinion on my channel http://bitly.com/RLMxq Thanks :s"
4,2014654483,Wed Jun 03 02:14:45 PDT 2009,NO_QUERY,susasus,"today, im gonna work &amp; chill out in my garden "
0,1824908068,Sun May 17 03:28:43 PDT 2009,NO_QUERY,TheAmazingCat," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
0,1827114247,Sun May 17 10:01:23 PDT 2009,NO_QUERY,Brianpd3,Cleaning takes a long time 
0,1974700364,Sat May 30 13:40:08 PDT 2009,NO_QUERY,Jamie5135,Coming home from the Jersey Shore  I wanna live at the beach!
4,1980668808,Sun May 31 07:22:02 PDT 2009,NO_QUERY,Natthoottaa,Later ... Museo Bellas Artes 
4,1996653665,Mon Jun 01 15:27:15 PDT 2009,NO_QUERY,_MarkMcManus,@prea256 I had the first iPhone and the 3G. Also had a BB curve and BB 8800.  Within the last year..why?
0,2051210999,Fri Jun 05 21:08:32 PDT 2009,NO_QUERY,Frazlio,jo̩̩l i donnt feelo gooood  i justt takin some dogey cokeecainee errrgghhhhhh :'(
0,2219033196,Wed Jun 17 23:39:15 PDT 2009,NO_QUERY,Priscilla_xox,why are people that work in banks so silly!!!! 
4,2060399977,Sat Jun 06 18:50:06 PDT 2009,NO_QUERY,dys_syd,"says : &quot;in order to succeed, we must have the courage both fail and to try again.&quot;  "
0,2192152804,Tue Jun 16 06:35:39 PDT 2009,NO_QUERY,thikkumz_kkeVP,"is tryin to take care of myself  ! tissue, tea, n ramen noodles (no soup lol).. now i need to b rubbed "
4,1973054722,Sat May 30 10:23:37 PDT 2009,NO_QUERY,BlackTsChica,"@KDeLaRiva YOu should,  girl. Get a pic and a snow cone!  "
0,2055437017,Sat Jun 06 09:18:51 PDT 2009,NO_QUERY,lauren_hearts08,i realy hate BB it takes away scrubs  lol
4,2045220056,Fri Jun 05 10:24:41 PDT 2009,NO_QUERY,MistiBurke,bowling tonight? 
0,1957616743,Fri May 29 01:03:33 PDT 2009,NO_QUERY,damselseo,Oh my!...It's raining...I don't bring with me my umbrella..   baha na naman ngayun...for sure..
0,1974384168,Sat May 30 13:01:34 PDT 2009,NO_QUERY,Aureliuss,im really hot 
4,2175384286,Mon Jun 15 00:50:17 PDT 2009,NO_QUERY,heath_edw,@deb_edw i'm sure all your followers are fascinated by what you have to say 
0,1685849300,Sun May 03 02:24:27 PDT 2009,NO_QUERY,chillfinn,"Not warm enough for brekky in the garden yet  still,looks nice out there #fb"
4,1548699591,Fri Apr 17 21:42:09 PDT 2009,NO_QUERY,heykim,@AlvinGentry  coach... can  u share a pic of your dad with us?  pretty please? #followfriday @AlvinGentry
4,1468223828,Tue Apr 07 00:23:38 PDT 2009,NO_QUERY,andreaacostalot,Can't wait for tomorrow 
0,1993073509,Mon Jun 01 09:47:18 PDT 2009,NO_QUERY,crickle,Just saw bunch of ducklings get hit. 
4,1686107835,Sun May 03 03:47:58 PDT 2009,NO_QUERY,ameliajls,"Had a californian pimp her mac, and thus is playing n64 super smash "
4,1979382425,Sun May 31 02:48:25 PDT 2009,NO_QUERY,secksi_kaz,morning coffee the sun is shinning on a beautiful sunny day  hope all is good out there in twitter land
4,2190128883,Tue Jun 16 01:51:02 PDT 2009,NO_QUERY,Gonzizzle,@genevievebunda I LOVE Rachel Ray 
0,1557916019,Sun Apr 19 06:33:32 PDT 2009,NO_QUERY,Maykats,"Trying to post a photo I took from my mobile, having trouble doing so though?   http://myloc.me/40f"
0,2248034283,Fri Jun 19 20:00:09 PDT 2009,NO_QUERY,usagiko,@LevenRambin: They're making her do what? That's just wrong. 
0,2328221744,Thu Jun 25 09:19:01 PDT 2009,NO_QUERY,emmaalee,"all of these pictures from @twilightlexicon make want to go to forks, really really bad.. sighhh "
4,2013256337,Tue Jun 02 22:15:10 PDT 2009,NO_QUERY,stephanieH25,"@mitchelmusso dude, i love your album. i never expected it to be such a hit  its amazing&lt;3"
0,2322586284,Wed Jun 24 22:53:12 PDT 2009,NO_QUERY,nrelaria,Nighty nite. Miss my boy 
0,1751497035,Sat May 09 19:35:17 PDT 2009,NO_QUERY,Shauna9925,@ms_star_turtle I work 5 to 130   Did you pick up additional hours?
0,1972160249,Sat May 30 08:41:01 PDT 2009,NO_QUERY,EmmaHerdman,Hello everyone ! just woke up  with a pain in my leg 
0,2013415208,Tue Jun 02 22:37:12 PDT 2009,NO_QUERY,abbychang,Man.. Fuck ucs for now.. I wanna just go to pcc And transferr ! Sheeeeeesh 
0,1957384135,Fri May 29 00:20:07 PDT 2009,NO_QUERY,prashant7aug,Lots of confusions I've at my work place.. 
4,2051277534,Fri Jun 05 21:27:56 PDT 2009,NO_QUERY,struhar2009,@trent_reznor that's so great! 
0,2239864740,Fri Jun 19 09:03:26 PDT 2009,NO_QUERY,Chullie_perez,Missing my boo aint seen him in a week  Hope to see him this weekend!!
0,2059659114,Sat Jun 06 17:22:38 PDT 2009,NO_QUERY,Kassay,why do i loose a follower or 2 every day? u guys dont love me  .. am i not entertaining enough ??
4,2188959403,Mon Jun 15 22:56:02 PDT 2009,NO_QUERY,IrishChick1,is having a good night! 
4,1753569308,Sun May 10 02:17:54 PDT 2009,NO_QUERY,KajiDraolf,@whitepaws_husky Thank you!  And I hope karma beats those fuckers into the ground.
0,2177401235,Mon Jun 15 06:02:29 PDT 2009,NO_QUERY,gibsondm,@sethsimonds Did someone take sethsimonds? Someone took my name.  I have to be alexandra.c.gibson. I guess I snoozed so I lose.
0,1554009597,Sat Apr 18 15:49:15 PDT 2009,NO_QUERY,jam3s,"Tried to help luke into bed, and he threw up in my shoe. I got sick in my shoes! "
0,1978828334,Sun May 31 00:36:29 PDT 2009,NO_QUERY,NewerDeal,@LadyG007 I'm sorry.  My condolences and prayers. He's with the Father of us all.
0,2200638417,Tue Jun 16 19:10:12 PDT 2009,NO_QUERY,SheenaMelwani,@LisaLavie aaaakkk! Were you there? Did I miss you?  sad...
4,1754308174,Sun May 10 05:48:35 PDT 2009,NO_QUERY,lackinginsanity,omg. such a nice day. just spent two hours taking really random pix 
4,1983170249,Sun May 31 12:38:23 PDT 2009,NO_QUERY,cutiepatotie03,working on her history final! 
4,1976543746,Sat May 30 18:24:10 PDT 2009,NO_QUERY,jebui,@amarjyoti from the airport yes 
4,1687218193,Sun May 03 08:05:59 PDT 2009,NO_QUERY,burstingenergy,@localfruit  HA! that is VERY funny.  u have a talened pup on ur hands.  
4,1685501575,Sun May 03 00:40:27 PDT 2009,NO_QUERY,LPH,"Yes, the stairs still have the xmas decorations on them. Everyday is a holiday  re: http://ff.im/2xylC"
0,2046953285,Fri Jun 05 12:56:11 PDT 2009,NO_QUERY,MaxxieJax,There was absolutely no point in comming to class today - i could be sleeping 
4,1753029595,Sat May 09 23:51:41 PDT 2009,NO_QUERY,annabearbaby,PUSH was amazing 
4,2000490203,Mon Jun 01 22:13:59 PDT 2009,NO_QUERY,alexandra_s2,@mitchelmusso your album is amazing!! I can't get it yet in Vancouver..but I absolutely can't wait till I can! Great job 
0,2217063425,Wed Jun 17 20:20:28 PDT 2009,NO_QUERY,lexicar,Have huge headache 
4,1986739610,Sun May 31 19:15:04 PDT 2009,NO_QUERY,skinnyturtle692,@abolea lol...i saw the message about chopper on Igor's myspace  already voted for him )))
4,2057028327,Sat Jun 06 12:14:14 PDT 2009,NO_QUERY,TravisInIndy,watching Sparks/Shock on ABC .. GO SPARKS! 
4,2191532977,Tue Jun 16 05:28:26 PDT 2009,NO_QUERY,Shinoda77,"@hothusband_01 ok, thanks for the advice "
0,1794095304,Thu May 14 04:56:42 PDT 2009,NO_QUERY,jmommeieio,"I recieved my very first Bzz Campaign last night. I am so very excited to start the bzz, but I have to wait until the end of June "
0,1978794663,Sun May 31 00:29:41 PDT 2009,NO_QUERY,kayaitken,"How to get rid of super-resilliant ants?  Have put Ant Rid round their nests, no use, put talc down their holes and they are still there "
0,1976876552,Sat May 30 19:23:57 PDT 2009,NO_QUERY,chamilton333,@madison_mae the one was so small we lost it in the box it was under all the blankets next to the heating pad 
0,1882380193,Fri May 22 06:46:03 PDT 2009,NO_QUERY,tsedrahadogi,Up too early. Gotta take my son 2 Jackson 2 c his dr. Don't want 2 leave my baby girl but I gotta. 
0,1957754611,Fri May 29 01:30:19 PDT 2009,NO_QUERY,lorraincium,Things aren't just as easy and simple as they seem to be. 
0,2233644563,Thu Jun 18 21:40:29 PDT 2009,NO_QUERY,tayhawaii,@SplinkyG tayler hurt her knee again  may need surgery after summer. but going to see some specialists in los angeles while im there
0,2249332428,Fri Jun 19 22:08:07 PDT 2009,NO_QUERY,univofmiss,Sad that I can only tweet to my friend Twitter... 
0,1834709299,Mon May 18 03:56:31 PDT 2009,NO_QUERY,mizzlizwhizz,@jessicastrust Battery went flat - iphone not me lol! Bit distracted by having to revise 
0,2174409356,Sun Jun 14 22:29:38 PDT 2009,NO_QUERY,Liziee04,.. It's Going To Start a New Diet Routine Tomorrow 
4,2062412531,Sat Jun 06 23:09:36 PDT 2009,NO_QUERY,ArtStarMandi,@andrewfallon...haha..true. did you see all of the split action on the patio? I would be excited if it weren't too easy. 
4,1999397119,Mon Jun 01 20:08:51 PDT 2009,NO_QUERY,akensicki,ALSO. NOT. COMING. HOME. KBYSIES!!!!!! 
4,1995127417,Mon Jun 01 12:59:42 PDT 2009,NO_QUERY,Helia07,"Finishing the third season of Heros  i am addicted, can't stop !!"
4,1557749707,Sun Apr 19 05:49:34 PDT 2009,NO_QUERY,pickleberries,@EmilyBalivet Congrats! From 1 of your 6000. 
0,2322546249,Wed Jun 24 22:48:46 PDT 2009,NO_QUERY,LaurenSmelser,I'm fucking hungry and I can't fucking eat! Wisdom teeth out in the am 
0,2207966400,Wed Jun 17 08:36:40 PDT 2009,NO_QUERY,myinfamy,So bored... Twitter is my only lease of life in work. 
0,1963133694,Fri May 29 12:15:17 PDT 2009,NO_QUERY,pattimontemayor,"@la_maestrada: i agree about tw, me and my cat have been watching full housse, sabrina the teenage witch and sister sister re-runs "
4,2065119370,Sun Jun 07 07:56:09 PDT 2009,NO_QUERY,edGe_06,Happy Sunday  I love sundays...
4,1976094172,Sat May 30 16:34:21 PDT 2009,NO_QUERY,persianlt,astonished of how good of a cook I am... pity I can't taste my own creations... a bit cruel I think  lol
4,2051374390,Fri Jun 05 21:50:33 PDT 2009,NO_QUERY,_Karlita_,"Watchin gay cowboys dance @ Round Up, cute.  i want 2 learn how 2 dance this music!!"
4,2052183571,Fri Jun 05 23:55:01 PDT 2009,NO_QUERY,benjyfeen,@Sarah_Hope  we'll talk. 
4,2065443485,Sun Jun 07 08:36:24 PDT 2009,NO_QUERY,joshuajholland,Wow!! What a night?!! 
4,1564855409,Mon Apr 20 05:09:13 PDT 2009,NO_QUERY,Fabianebr,@backstreetboys Thanks for being part of my life for all these years! You're the best!  MORE 16 YEARS TO COME!  Brazil loves u! KTBPA!
0,2050259064,Fri Jun 05 18:21:06 PDT 2009,NO_QUERY,k5mutter,"with her boy, trying to recover from what i think is a pinched nerve.. "
4,1981549833,Sun May 31 09:23:21 PDT 2009,NO_QUERY,dalg,"Did Star Trek again   Still to catch Coraline, Wolverine and now there's Drag Me to Hell and the new Predator.  So many movies...."
0,2066115538,Sun Jun 07 09:55:06 PDT 2009,NO_QUERY,baybeecee15,Head is pounding.. 
0,2047774763,Fri Jun 05 14:09:40 PDT 2009,NO_QUERY,bizzargirl,"Rain, rain go away.. Its not allowed on my Friday "
4,2054319679,Sat Jun 06 07:05:15 PDT 2009,NO_QUERY,lwovvowl,Did I mention 2 cinnamon twist too? Yep! 
0,2033496779,Thu Jun 04 12:47:19 PDT 2009,NO_QUERY,hopefulchris,is about to withdraw all his investment  Desperate time calls for desperate measure. No choice. http://plurk.com/p/yh22y
0,2224973936,Thu Jun 18 10:09:25 PDT 2009,NO_QUERY,Jaynecollinsmac,@emilyvhill Sorry no can do 
0,2193493323,Tue Jun 16 08:31:59 PDT 2009,NO_QUERY,zandypants,@vinamarieDL 7:05   I don't think I can make it to s&amp;b though 
